sen,sur,gap
It was [MASK] that wanted her.,10.185343,subj
It was [MASK] that valued her.,9.623769,subj
It was [MASK] that trusted her.,8.353685,subj
It was [MASK] that told her.,11.204593,subj
It was [MASK] that taught her.,9.162863,subj
It was [MASK] that stroke her.,12.935173,subj
It was [MASK] that sent her.,9.953001,subj
It was [MASK] that saw her.,9.137437,subj
It was [MASK] that respected her.,8.833357,subj
It was [MASK] that pushed her.,10.695332,subj
It was [MASK] that pulled her.,11.242131,subj
It was [MASK] that pressed her.,12.677736,subj
It was [MASK] that praised her.,10.087206,subj
It was [MASK] that painted her.,10.756391,subj
It was [MASK] that noticed her.,10.436035,subj
It was [MASK] that needed her.,7.0588584,subj
It was [MASK] that missed her.,8.279871,subj
It was [MASK] that love her.,7.4062085,subj
It was [MASK] that like her.,16.20486,subj
It was [MASK] that injured her.,11.01874,subj
It was [MASK] that hurt her.,10.935514,subj
It was [MASK] that hit her.,10.865098,subj
It was [MASK] that heard her.,9.842739,subj
It was [MASK] that hate her.,8.50796,subj
It was [MASK] that greeted her.,12.355873,subj
It was [MASK] that found her.,9.624644,subj
It was [MASK] that feared her.,9.572054,subj
It was [MASK] that drew her.,12.8343115,subj
It was [MASK] that called her.,9.753508,subj
It was [MASK] that avoided her.,8.209048,subj
It was [MASK] that advised her.,10.909344,subj
It was [MASK] that admired her.,11.237424,subj
It is [MASK] that wanted her.,7.248701,subj
It is [MASK] that valued her.,7.227688,subj
It is [MASK] that trusted her.,6.488405,subj
It is [MASK] that told her.,9.623838,subj
It is [MASK] that taught her.,7.5715914,subj
It is [MASK] that stroke her.,10.739585,subj
It is [MASK] that sent her.,7.601982,subj
It is [MASK] that saw her.,6.5977616,subj
It is [MASK] that respected her.,6.762957,subj
It is [MASK] that pushed her.,7.8125887,subj
It is [MASK] that pulled her.,8.572454,subj
It is [MASK] that pressed her.,11.866315,subj
It is [MASK] that praised her.,8.823345,subj
It is [MASK] that painted her.,7.9940057,subj
It is [MASK] that noticed her.,8.729138,subj
It is [MASK] that needed her.,5.711776,subj
It is [MASK] that missed her.,7.9091897,subj
It is [MASK] that love her.,6.602009,subj
It is [MASK] that like her.,14.757631,subj
It is [MASK] that injured her.,8.6496105,subj
It is [MASK] that hurt her.,8.522377,subj
It is [MASK] that hit her.,10.605125,subj
It is [MASK] that heard her.,8.474512,subj
It is [MASK] that hate her.,6.336705,subj
It is [MASK] that greeted her.,10.383642,subj
It is [MASK] that found her.,6.277677,subj
It is [MASK] that feared her.,6.526464,subj
It is [MASK] that drew her.,9.892651,subj
It is [MASK] that called her.,7.865249,subj
It is [MASK] that avoided her.,6.584148,subj
It is [MASK] that advised her.,8.94635,subj
It is [MASK] that admired her.,9.343739,subj
It was [MASK] that wanted her.,3.5933735,subj
It was [MASK] that valued her.,3.9415786,subj
It was [MASK] that trusted her.,3.440291,subj
It was [MASK] that told her.,3.7565176,subj
It was [MASK] that taught her.,3.3653586,subj
It was [MASK] that stroke her.,8.299533,subj
It was [MASK] that sent her.,3.093176,subj
It was [MASK] that saw her.,3.331503,subj
It was [MASK] that respected her.,4.0103383,subj
It was [MASK] that pushed her.,3.7197874,subj
It was [MASK] that pulled her.,4.258834,subj
It was [MASK] that pressed her.,5.5805144,subj
It was [MASK] that praised her.,3.7632866,subj
It was [MASK] that painted her.,4.7345643,subj
It was [MASK] that noticed her.,4.8169785,subj
It was [MASK] that needed her.,3.721047,subj
It was [MASK] that missed her.,2.1113923,subj
It was [MASK] that loves her.,2.6227455,subj
It was [MASK] that likes her.,2.8042293,subj
It was [MASK] that injured her.,3.0856607,subj
It was [MASK] that hurt her.,2.9605315,subj
It was [MASK] that hit her.,3.5321453,subj
It was [MASK] that heard her.,4.0989256,subj
It was [MASK] that hates her.,2.0214193,subj
It was [MASK] that greeted her.,6.3031545,subj
It was [MASK] that found her.,3.8294506,subj
It was [MASK] that feared her.,4.5327954,subj
It was [MASK] that drew her.,6.016395,subj
It was [MASK] that called her.,3.621859,subj
It was [MASK] that avoided her.,3.8097649,subj
It was [MASK] that advised her.,4.405525,subj
It was [MASK] that admired her.,3.5017712,subj
It is [MASK] that wanted her.,3.017475,subj
It is [MASK] that valued her.,3.496072,subj
It is [MASK] that trusted her.,2.847469,subj
It is [MASK] that told her.,3.4747856,subj
It is [MASK] that taught her.,3.0610793,subj
It is [MASK] that stroke her.,7.7298627,subj
It is [MASK] that sent her.,2.7869408,subj
It is [MASK] that saw her.,2.3817363,subj
It is [MASK] that respected her.,3.5371137,subj
It is [MASK] that pushed her.,2.6156242,subj
It is [MASK] that pulled her.,2.9866724,subj
It is [MASK] that pressed her.,5.458409,subj
It is [MASK] that praised her.,6.505587,subj
It is [MASK] that painted her.,3.6146183,subj
It is [MASK] that noticed her.,3.7971117,subj
It is [MASK] that needed her.,3.064804,subj
It is [MASK] that missed her.,1.7544998,subj
It is [MASK] that loves her.,3.7233918,subj
It is [MASK] that likes her.,3.122147,subj
It is [MASK] that injured her.,3.1905982,subj
It is [MASK] that hurt her.,2.0275753,subj
It is [MASK] that hit her.,3.3239686,subj
It is [MASK] that heard her.,3.0767608,subj
It is [MASK] that hates her.,2.2743316,subj
It is [MASK] that greeted her.,5.060114,subj
It is [MASK] that found her.,2.9779053,subj
It is [MASK] that feared her.,3.084303,subj
It is [MASK] that drew her.,4.089217,subj
It is [MASK] that called her.,3.4934583,subj
It is [MASK] that avoided her.,3.582809,subj
It is [MASK] that advised her.,4.172038,subj
It is [MASK] that admired her.,3.3829882,subj
It was [MASK] that wanted her.,7.1674194,subj
It was [MASK] that valued her.,7.197953,subj
It was [MASK] that trusted her.,5.948564,subj
It was [MASK] that told her.,8.055782,subj
It was [MASK] that taught her.,7.4837775,subj
It was [MASK] that stroke her.,7.152259,subj
It was [MASK] that sent her.,8.390949,subj
It was [MASK] that saw her.,6.788235,subj
It was [MASK] that respected her.,4.779133,subj
It was [MASK] that pushed her.,7.671671,subj
It was [MASK] that pulled her.,8.128225,subj
It was [MASK] that pressed her.,8.651777,subj
It was [MASK] that praised her.,6.6906095,subj
It was [MASK] that painted her.,7.276129,subj
It was [MASK] that noticed her.,8.183209,subj
It was [MASK] that needed her.,5.5430555,subj
It was [MASK] that missed her.,6.9092607,subj
It was [MASK] that love her.,3.0883865,subj
It was [MASK] that like her.,15.248274,subj
It was [MASK] that injured her.,8.088044,subj
It was [MASK] that hurt her.,7.7931395,subj
It was [MASK] that hit her.,7.8221536,subj
It was [MASK] that heard her.,7.2538266,subj
It was [MASK] that hate her.,2.5341098,subj
It was [MASK] that greeted her.,9.423865,subj
It was [MASK] that found her.,7.908215,subj
It was [MASK] that feared her.,4.5071735,subj
It was [MASK] that drew her.,7.75361,subj
It was [MASK] that called her.,6.2039433,subj
It was [MASK] that avoided her.,5.4266605,subj
It was [MASK] that advised her.,8.387925,subj
It was [MASK] that admired her.,7.5542684,subj
It is [MASK] that wanted her.,5.7640753,subj
It is [MASK] that valued her.,6.0098104,subj
It is [MASK] that trusted her.,5.769345,subj
It is [MASK] that told her.,8.0782,subj
It is [MASK] that taught her.,7.5916963,subj
It is [MASK] that stroke her.,6.7814384,subj
It is [MASK] that sent her.,8.578308,subj
It is [MASK] that saw her.,6.4462414,subj
It is [MASK] that respected her.,4.585801,subj
It is [MASK] that pushed her.,7.9252863,subj
It is [MASK] that pulled her.,7.771513,subj
It is [MASK] that pressed her.,9.036891,subj
It is [MASK] that praised her.,6.58561,subj
It is [MASK] that painted her.,7.361387,subj
It is [MASK] that noticed her.,7.2648005,subj
It is [MASK] that needed her.,5.7628665,subj
It is [MASK] that missed her.,7.8549094,subj
It is [MASK] that love her.,4.4669933,subj
It is [MASK] that like her.,14.950434,subj
It is [MASK] that injured her.,8.68088,subj
It is [MASK] that hurt her.,7.9468756,subj
It is [MASK] that hit her.,7.873568,subj
It is [MASK] that heard her.,7.7845078,subj
It is [MASK] that hate her.,2.9955223,subj
It is [MASK] that greeted her.,8.598811,subj
It is [MASK] that found her.,6.8204885,subj
It is [MASK] that feared her.,4.5819654,subj
It is [MASK] that drew her.,7.698862,subj
It is [MASK] that called her.,6.594776,subj
It is [MASK] that avoided her.,6.092777,subj
It is [MASK] that advised her.,8.817772,subj
It is [MASK] that admired her.,7.7357516,subj
It was [MASK] that wanted him.,1.8347617,subj
It was [MASK] that valued him.,2.5859694,subj
It was [MASK] that trusted him.,3.4647865,subj
It was [MASK] that told him.,2.890119,subj
It was [MASK] that taught him.,3.6586204,subj
It was [MASK] that stroke him.,4.721051,subj
It was [MASK] that sent him.,3.3871403,subj
It was [MASK] that saw him.,3.4702415,subj
It was [MASK] that respected him.,3.022001,subj
It was [MASK] that pushed him.,2.306108,subj
It was [MASK] that pulled him.,2.4272258,subj
It was [MASK] that pressed him.,2.931932,subj
It was [MASK] that praised him.,3.961028,subj
It was [MASK] that painted him.,3.4540563,subj
It was [MASK] that noticed him.,4.3584824,subj
It was [MASK] that needed him.,2.845757,subj
It was [MASK] that missed him.,3.388786,subj
It was [MASK] that loves him.,3.727147,subj
It was [MASK] that likes him.,3.2570024,subj
It was [MASK] that injured him.,2.9641042,subj
It was [MASK] that hurt him.,2.148695,subj
It was [MASK] that hit him.,2.917415,subj
It was [MASK] that heard him.,4.21578,subj
It was [MASK] that hates him.,4.074847,subj
It was [MASK] that greeted him.,3.976104,subj
It was [MASK] that found him.,3.6039588,subj
It was [MASK] that feared him.,2.590886,subj
It was [MASK] that drew him.,1.7736676,subj
It was [MASK] that called him.,2.8308017,subj
It was [MASK] that avoided him.,3.9318478,subj
It was [MASK] that advised him.,4.627914,subj
It was [MASK] that admired him.,2.6151872,subj
It is [MASK] that wanted him.,3.5344121,subj
It is [MASK] that valued him.,5.10839,subj
It is [MASK] that trusted him.,5.7894955,subj
It is [MASK] that told him.,4.466286,subj
It is [MASK] that taught him.,4.760417,subj
It is [MASK] that stroke him.,6.953679,subj
It is [MASK] that sent him.,5.498507,subj
It is [MASK] that saw him.,5.4998217,subj
It is [MASK] that respected him.,5.8304615,subj
It is [MASK] that pushed him.,4.0468693,subj
It is [MASK] that pulled him.,3.9965312,subj
It is [MASK] that pressed him.,4.4248967,subj
It is [MASK] that praised him.,7.037526,subj
It is [MASK] that painted him.,5.12186,subj
It is [MASK] that noticed him.,5.281388,subj
It is [MASK] that needed him.,4.546732,subj
It is [MASK] that missed him.,4.9849577,subj
It is [MASK] that loves him.,3.1920552,subj
It is [MASK] that likes him.,3.1587257,subj
It is [MASK] that injured him.,4.775187,subj
It is [MASK] that hurt him.,3.4576273,subj
It is [MASK] that hit him.,3.908318,subj
It is [MASK] that heard him.,5.8586297,subj
It is [MASK] that hates him.,3.5220287,subj
It is [MASK] that greeted him.,4.9853826,subj
It is [MASK] that found him.,5.2040277,subj
It is [MASK] that feared him.,5.4709764,subj
It is [MASK] that drew him.,3.4276674,subj
It is [MASK] that called him.,5.118438,subj
It is [MASK] that avoided him.,6.1855807,subj
It is [MASK] that advised him.,6.0009966,subj
It is [MASK] that admired him.,5.016919,subj
It was [MASK] that wanted her.,1.5836264,subj
It was [MASK] that valued her.,2.4981215,subj
It was [MASK] that trusted her.,3.288966,subj
It was [MASK] that told her.,3.1176543,subj
It was [MASK] that taught her.,3.605073,subj
It was [MASK] that stroke her.,5.7544765,subj
It was [MASK] that sent her.,3.4041975,subj
It was [MASK] that saw her.,3.2966533,subj
It was [MASK] that respected her.,2.5395417,subj
It was [MASK] that pushed her.,2.7754388,subj
It was [MASK] that pulled her.,2.811227,subj
It was [MASK] that pressed her.,3.5090368,subj
It was [MASK] that praised her.,3.2747135,subj
It was [MASK] that painted her.,4.044224,subj
It was [MASK] that noticed her.,4.4827924,subj
It was [MASK] that needed her.,3.2330587,subj
It was [MASK] that missed her.,2.8457036,subj
It was [MASK] that loves her.,3.2780464,subj
It was [MASK] that likes her.,3.0729523,subj
It was [MASK] that injured her.,2.9902837,subj
It was [MASK] that hurt her.,2.0873652,subj
It was [MASK] that hit her.,3.256453,subj
It was [MASK] that heard her.,3.9395504,subj
It was [MASK] that hates her.,4.011144,subj
It was [MASK] that greeted her.,4.396662,subj
It was [MASK] that found her.,3.9233902,subj
It was [MASK] that feared her.,2.688168,subj
It was [MASK] that drew her.,2.1312637,subj
It was [MASK] that called her.,2.6157587,subj
It was [MASK] that avoided her.,3.111794,subj
It was [MASK] that advised her.,4.3836846,subj
It was [MASK] that admired her.,2.2790384,subj
It is [MASK] that wanted her.,2.6914911,subj
It is [MASK] that valued her.,4.012636,subj
It is [MASK] that trusted her.,4.666931,subj
It is [MASK] that told her.,4.255976,subj
It is [MASK] that taught her.,4.4967003,subj
It is [MASK] that stroke her.,8.638024,subj
It is [MASK] that sent her.,5.4006767,subj
It is [MASK] that saw her.,4.2797966,subj
It is [MASK] that respected her.,4.2411146,subj
It is [MASK] that pushed her.,4.3328123,subj
It is [MASK] that pulled her.,4.2168856,subj
It is [MASK] that pressed her.,4.988744,subj
It is [MASK] that praised her.,4.983531,subj
It is [MASK] that painted her.,5.121693,subj
It is [MASK] that noticed her.,4.695996,subj
It is [MASK] that needed her.,4.8612647,subj
It is [MASK] that missed her.,3.812037,subj
It is [MASK] that loves her.,3.2332942,subj
It is [MASK] that likes her.,2.909464,subj
It is [MASK] that injured her.,4.4430356,subj
It is [MASK] that hurt her.,3.478521,subj
It is [MASK] that hit her.,3.4746866,subj
It is [MASK] that heard her.,5.181982,subj
It is [MASK] that hates her.,3.6542935,subj
It is [MASK] that greeted her.,4.634448,subj
It is [MASK] that found her.,5.0939693,subj
It is [MASK] that feared her.,4.795355,subj
It is [MASK] that drew her.,3.5959854,subj
It is [MASK] that called her.,4.1921997,subj
It is [MASK] that avoided her.,4.872296,subj
It is [MASK] that advised her.,5.368284,subj
It is [MASK] that admired her.,4.027828,subj
It was [MASK] who wanted her.,12.413365,subj
It was [MASK] who valued her.,13.428601,subj
It was [MASK] who trusted her.,13.013058,subj
It was [MASK] who told her.,11.657419,subj
It was [MASK] who taught her.,10.834937,subj
It was [MASK] who stroke her.,11.961819,subj
It was [MASK] who sent her.,9.67888,subj
It was [MASK] who saw her.,11.214946,subj
It was [MASK] who respected her.,12.887957,subj
It was [MASK] who pushed her.,11.348612,subj
It was [MASK] who pulled her.,11.690224,subj
It was [MASK] who pressed her.,11.482097,subj
It was [MASK] who praised her.,11.320893,subj
It was [MASK] who painted her.,11.430018,subj
It was [MASK] who noticed her.,12.705429,subj
It was [MASK] who needed her.,11.363986,subj
It was [MASK] who missed her.,11.555455,subj
It was [MASK] who love her.,9.037572,subj
It was [MASK] who like her.,8.103636,subj
It was [MASK] who injured her.,9.611735,subj
It was [MASK] who hurt her.,10.417811,subj
It was [MASK] who hit her.,10.872301,subj
It was [MASK] who heard her.,12.068963,subj
It was [MASK] who hate her.,8.96349,subj
It was [MASK] who greeted her.,14.1108885,subj
It was [MASK] who found her.,8.422847,subj
It was [MASK] who feared her.,13.581528,subj
It was [MASK] who drew her.,13.788788,subj
It was [MASK] who called her.,11.717475,subj
It was [MASK] who avoided her.,12.481402,subj
It was [MASK] who advised her.,12.228602,subj
It was [MASK] who admired her.,12.844007,subj
It is [MASK] who wanted her.,9.870365,subj
It is [MASK] who valued her.,10.728581,subj
It is [MASK] who trusted her.,10.462924,subj
It is [MASK] who told her.,10.238037,subj
It is [MASK] who taught her.,10.101979,subj
It is [MASK] who stroke her.,10.376776,subj
It is [MASK] who sent her.,9.231675,subj
It is [MASK] who saw her.,9.661647,subj
It is [MASK] who respected her.,9.899707,subj
It is [MASK] who pushed her.,10.686644,subj
It is [MASK] who pulled her.,10.613493,subj
It is [MASK] who pressed her.,11.027554,subj
It is [MASK] who praised her.,10.606026,subj
It is [MASK] who painted her.,12.392173,subj
It is [MASK] who noticed her.,10.832985,subj
It is [MASK] who needed her.,9.077414,subj
It is [MASK] who missed her.,10.715716,subj
It is [MASK] who love her.,8.814461,subj
It is [MASK] who like her.,6.9974995,subj
It is [MASK] who injured her.,11.46834,subj
It is [MASK] who hurt her.,9.652545,subj
It is [MASK] who hit her.,10.10709,subj
It is [MASK] who heard her.,10.408757,subj
It is [MASK] who hate her.,8.539465,subj
It is [MASK] who greeted her.,11.036777,subj
It is [MASK] who found her.,7.9334645,subj
It is [MASK] who feared her.,10.391587,subj
It is [MASK] who drew her.,11.473428,subj
It is [MASK] who called her.,10.543425,subj
It is [MASK] who avoided her.,10.578017,subj
It is [MASK] who advised her.,10.459705,subj
It is [MASK] who admired her.,11.242522,subj
It was [MASK] who wanted her.,6.8693967,subj
It was [MASK] who valued her.,7.8123455,subj
It was [MASK] who trusted her.,7.9824615,subj
It was [MASK] who told her.,5.3747745,subj
It was [MASK] who taught her.,5.655532,subj
It was [MASK] who stroke her.,8.362108,subj
It was [MASK] who sent her.,4.2933393,subj
It was [MASK] who saw her.,5.9244194,subj
It was [MASK] who respected her.,8.3618765,subj
It was [MASK] who pushed her.,5.1933556,subj
It was [MASK] who pulled her.,5.666994,subj
It was [MASK] who pressed her.,5.587995,subj
It was [MASK] who praised her.,6.0437746,subj
It was [MASK] who painted her.,5.503357,subj
It was [MASK] who noticed her.,7.6934214,subj
It was [MASK] who needed her.,6.868811,subj
It was [MASK] who missed her.,6.0320363,subj
It was [MASK] who loves her.,4.964949,subj
It was [MASK] who likes her.,4.436921,subj
It was [MASK] who injured her.,3.9734259,subj
It was [MASK] who hurt her.,4.442956,subj
It was [MASK] who hit her.,4.259007,subj
It was [MASK] who heard her.,6.697788,subj
It was [MASK] who hates her.,4.327391,subj
It was [MASK] who greeted her.,9.012283,subj
It was [MASK] who found her.,4.393015,subj
It was [MASK] who feared her.,9.2968025,subj
It was [MASK] who drew her.,7.4865227,subj
It was [MASK] who called her.,5.3308544,subj
It was [MASK] who avoided her.,7.128031,subj
It was [MASK] who advised her.,6.260561,subj
It was [MASK] who admired her.,7.0021334,subj
It is [MASK] who wanted her.,5.4338555,subj
It is [MASK] who valued her.,5.651639,subj
It is [MASK] who trusted her.,5.280425,subj
It is [MASK] who told her.,3.8972163,subj
It is [MASK] who taught her.,4.492332,subj
It is [MASK] who stroke her.,7.011931,subj
It is [MASK] who sent her.,3.953051,subj
It is [MASK] who saw her.,4.6133857,subj
